,principal component 1,principal component 2,quality
0,-2.798260821657455,2.9509872021182804,6.0
1,-0.9889292272595704,-0.978361536290374,6.0
2,-0.8957396576865309,0.8042857357117656,6.0
3,-2.147520972286818,1.3142090775579833,6.0
4,-2.1473241747392753,1.3142086726970932,6.0
5,-0.8951492650439056,0.8042845211290954,6.0
6,-1.5441672898320744,-0.5160288337322425,6.0
7,-2.79688323882468,2.9509843680920387,6.0
8,-0.9875516444267771,-0.9783643703165965,6.0
9,-1.3211943328256366,-0.9827045496223314,6.0
10,-0.5439177294219626,-1.491638991025293,5.0
11,-0.9710540055192534,-0.1735825248418949,5.0
12,-0.526742814655586,-1.1666215935049222,5.0
13,-1.6312437361849352,-2.016994708246366,7.0
14,-2.036847476026909,3.2594749065349586,5.0
15,-1.383538549837169,-1.6293801256070197,7.0
16,-0.6854792278687477,-1.4148998983432166,6.0
17,-0.4303146872711627,-2.3786634055772233,8.0
18,-1.2943163900701629,-1.1101217097647782,6.0
19,-1.2711190025844854,0.5973757867954504,5.0
20,-0.4297242946285373,-2.3786646201598907,8.0
21,-1.336920487941544,-1.4771007201095931,7.0
22,-1.26746770297605,-1.1479478275559065,8.0
23,-0.35008618317933404,-0.07951959724352001,5.0
24,-0.7552760376266987,-0.10210937572932388,6.0
25,-2.549763780008359,1.3509116247174289,6.0
26,-1.3638236658439433,-1.0777858312298008,6.0
27,-1.2052701684648202,0.6459043418635911,6.0
28,-1.053903830990747,-1.2774080330719173,6.0
29,-1.000478831837016,-1.3753300008690386,7.0
30,-1.1847643634668727,1.3304246233488182,6.0
31,-0.2726531135540938,-1.665206296846687,6.0
32,-1.1766341907300024,-1.057186001585781,6.0
33,-1.6237372449765863,-0.7451180095812039,6.0
34,-2.04006363339722,0.5950288909918231,5.0
35,-0.9066929399031836,-1.6280152441185678,5.0
36,-1.4589654069084927,-0.8196516457004749,5.0
37,-1.7192844884413803,-1.268147418651819,6.0
38,-2.4151408317865264,2.5510244421844366,5.0
39,-2.414944034238984,2.5510240373235473,5.0
40,-1.6923737424697993,0.8932480269094654,6.0
41,-1.7293606933303216,0.9217342336115352,6.0
42,-1.2811655458377817,1.0759614789944507,6.0
43,-1.3408931509391693,-0.5438256946881205,6.0
44,-1.328877485374379,-0.5585108785840318,6.0
45,-1.6498171386394904,-0.3848150121331763,7.0
46,-2.020365910610128,-0.04995767447149137,4.0
47,-1.9257578371328699,0.03201944045509519,5.0
48,-1.2799847605525314,1.0759590498291152,6.0
49,-1.2279826852111382,0.6741890885234008,5.0
50,-1.5035178865760506,-1.4688622286946935,6.0
51,-0.9560363717957252,-1.2398032933065035,7.0
52,-0.9470304835088751,-1.7398233300076835,7.0
53,-1.653720567208596,-1.5538908361342285,6.0
54,-1.3906595917654103,0.7697458315896868,6.0
55,-1.7979544015397568,-0.9563531625870269,6.0
56,-2.460735233404313,1.8002662543023589,6.0
57,-2.4101585617921013,1.3448942562249113,6.0
58,-1.0187349496755767,-1.188358861942048,6.0
59,-1.6339693318705002,-0.986759216881187,6.0
60,-1.125172774454851,1.4237705571154582,6.0
61,-2.4093713716019343,1.3448926367813532,6.0
62,-1.0451713775341254,-1.3589539802220434,5.0
63,-1.0177509619378675,-1.1883608862464947,6.0
64,-1.3681949626647554,-1.0119418369564064,6.0
65,-0.7298900159517412,-0.9579944404247847,5.0
66,-1.4387556894286218,-1.8230456106914383,7.0
67,-2.635178383334339,-0.45030655617456666,5.0
68,-0.7576676349389777,-1.263998963808525,8.0
69,-1.3574364621918595,1.0234976829211153,5.0
70,-2.6233303218051236,1.9965406833115449,6.0
71,-1.7464831337194016,1.1827544035308755,5.0
72,-0.8081968669808017,0.18207299089235557,5.0
73,-0.6652266990953083,-0.04430456823167991,6.0
74,-0.7564868496537276,-1.2640013929738612,8.0
75,-1.3562556769066094,1.023495253755779,5.0
76,-1.3149734584118709,-2.234505942267587,7.0
77,-0.1872046504347964,-1.961735101359401,7.0
78,-1.2593803360918916,1.5382461870287019,5.0
79,-0.6615208547262036,-0.3973433136619592,5.0
80,-0.6326830265467118,-1.1235697222982148,6.0
81,-2.251484167767804,2.2766867297518463,6.0
82,-1.8219218859963966,-0.18539916239349358,5.0
83,-1.9984323923559544,1.2598694666451493,6.0
84,-2.148512238542035,2.562656312450327,5.0
85,-2.1283586240937815,2.4701329155456286,6.0
86,-2.328893934372732,2.4887337253450545,6.0
87,-2.790102225015231,1.9485875122040683,6.0
88,-2.1477250483518686,2.5626546930067695,5.0
89,-2.127571433903616,2.470131296102071,6.0
90,-2.3281067441825645,2.488732105901497,6.0
91,-3.0368725105662566,1.988200919419667,5.0
92,-1.7803720519006923,-1.8743687173249426,7.0
93,-1.9330895809688655,-1.9173221049175768,7.0
94,-1.9776908651752618,-1.1559860437317484,7.0
95,-3.1759997956141657,2.2737554684399615,6.0
96,-2.212605144268305,2.4253354542516194,6.0
97,-0.980551460040689,-1.2598066983236706,7.0
98,-0.795854792782747,1.5321299681133662,4.0
99,-2.2120147516256803,2.425334239668951,6.0
100,-2.6154195862529996,2.5288189495958244,5.0
101,-2.411806963908246,1.3153277989121501,5.0
102,-2.426056939884252,1.180732127058757,5.0
103,-2.448588755190571,2.977547024345248,5.0
104,-2.6146323960628326,2.5288173301522656,5.0
105,-2.018066771001997,1.5554241627251169,6.0
106,-2.4108229761705378,1.3153257746077034,5.0
107,-2.5568076744569637,2.473716226895922,6.0
108,-2.556610876909422,2.473715822035033,6.0
109,-1.3371626981525977,-0.7131690383299619,5.0
110,-2.8964359862287523,2.5252040195076257,6.0
111,-3.1469635832610185,3.2315034171610963,5.0
112,-2.8553025055126504,2.8205059685500995,5.0
113,-1.2053257546364942,1.3458055607774948,5.0
114,-1.2051289570889523,1.3458051559166058,5.0
115,0.21591181853973584,-2.173530142765715,4.0
116,-1.3693249262110947,-1.7430671011127457,6.0
117,-1.18820468543798,-1.8511925582461177,6.0
118,-2.8541217202274,2.8205035393847644,5.0
119,-2.5310351864718705,2.6934473621747888,5.0
120,-0.7081084768182365,-1.3667689519464916,5.0
121,-1.8125625002186638,2.2624988348197106,5.0
122,-1.4932461630745075,0.7271809318792947,5.0
123,-1.1907709416511132,0.5673090641572481,6.0
124,-2.044357830392199,-0.2874484345636652,6.0
125,-2.2050001343871135,-1.119364011127198,6.0
126,-1.3956962479464496,-0.6940356476410687,5.0
127,-1.9576139183490844,0.8847310016896286,7.0
128,-2.034174719110557,-0.6750499160456855,7.0
129,-1.9597767639893169,-0.6150206058154122,6.0
130,-1.178456754172242,-1.720531817271895,5.0
131,-1.9568267281589173,0.8847293822460711,7.0
132,-2.5478593658973265,2.3535362798553225,5.0
133,-2.4435019722923195,1.8992422779936824,5.0
134,-2.3108344408885158,1.4949799038126497,5.0
135,-2.176192375720332,1.7820582782010068,5.0
136,-1.613954517831567,-0.8573715652465279,6.0
137,-2.125159548384898,2.394989032134346,5.0
138,-1.273811140666701,-1.17372777536123,7.0
139,-0.5619330842170905,-1.6125527862079452,6.0
140,-0.781856017009587,-1.3872205720023465,5.0
141,-2.1243723581947305,2.394987412690788,5.0
142,-1.1940014895869937,-0.8943481738264827,6.0
143,-1.0285752153920995,-0.19089487736512245,6.0
144,-0.8312342176939505,-1.1004717852926502,6.0
145,-1.8438469503418942,-1.1575556693166507,6.0
146,-2.520578472448557,-1.1508760225101,6.0
147,0.08569877429317081,0.1703285055972416,4.0
148,-0.5882977027884863,-2.037304677866598,7.0
149,-1.6116206498799006,-0.33324740666262515,6.0
150,-2.3925548354579975,-0.46940239280050444,7.0
151,-2.1904142511698304,1.7537943672724574,6.0
152,-1.6110302572372752,-0.33324862124529325,6.0
153,-1.5304832990315773,-0.7932729854368026,5.0
154,-0.04454832619639017,1.371028474826192,6.0
155,-2.740215385398834,2.8959959738059706,6.0
156,-2.740018587851292,2.8959955689450814,6.0
157,-1.3575844014106222,-2.2377813245450953,7.0
158,-1.243119035882951,-2.6947978070077108,8.0
159,-1.242922238335409,-2.6947982118686,8.0
160,-1.3569940087679966,-2.237782539127764,7.0
161,-2.4671503728181934,2.278274767135197,5.0
162,-0.7979854659131298,-1.4156236730186962,5.0
163,-2.7386410050184993,2.895992734918855,6.0
164,-2.812230959563454,2.1103321018714465,5.0
165,-2.7302060284577516,2.0203490870167964,5.0
166,-1.6914157373215375,2.0256037251669268,6.0
167,-0.8065449730349027,-2.171949323575507,7.0
168,-1.128173379282025,1.524511578150639,5.0
169,-0.9630313452471867,1.6091619931737224,5.0
170,-1.0394032499709402,-1.36039884301743,6.0
171,-1.104452412323526,-1.096508682223922,6.0
172,-0.428913963772401,-1.475234892210998,4.0
173,-1.8668709466840605,-1.544370517045106,7.0
174,-1.8392488255850157,2.104175128757305,5.0
175,-2.694570902688895,-0.64388303341928,6.0
176,-1.0705570128233304,-1.5353192684656196,4.0
177,-2.6137123707172725,1.4357452153980672,5.0
178,-0.13983299482136652,-0.9626618237667385,4.0
179,-1.4982098853311416,1.2562362642714826,6.0
180,-1.3541523720080606,1.2079352643175045,6.0
181,-2.0623720374121595,-0.09829450169501473,5.0
182,-2.8925056094698394,3.2725504766853466,5.0
183,-2.7750577698087753,2.3748589275467498,6.0
184,-2.9971957904101556,2.691145095294339,5.0
185,-2.9977585794948842,2.734572656866616,5.0
186,-2.050801528157838,1.4916646869438512,6.0
187,-1.6311150135578296,-1.23231798972702,5.0
188,-0.5251219275211478,-1.8807526670706027,8.0
189,-2.3474715224422478,1.8610760896741922,4.0
190,-2.337007853676067,1.9047826858507018,6.0
191,-2.8907344315419627,3.2725468329373415,5.0
192,-1.8637860141006388,-0.7117252613424568,6.0
193,-1.660788456913809,-0.5847903307702722,5.0
194,-1.839835241754094,1.7185506882121495,5.0
195,-1.8677337440201396,1.7165493559142517,6.0
196,-1.9157530768816668,1.7118474378324904,5.0
197,-2.3764074381559377,1.704030820159718,5.0
198,-2.3544014161888467,2.273417370510756,5.0
199,-2.3760138430608544,1.704030010437939,5.0
200,-2.5851818491474075,2.222942161422149,5.0
201,-2.3538110235462213,2.2734161559280874,5.0
202,-2.0996693984495813,2.095351758803754,5.0
203,-1.9765962040839626,-0.7435135304578415,6.0
204,-1.363427895607564,-1.0984701428068129,4.0
205,-2.4938789272826143,1.893828689859747,5.0
206,-1.8851548985986337,1.0648431945752452,5.0
207,-0.6959643513674693,2.388386984404196,4.0
208,0.4648294157230906,-1.1547582634226778,5.0
209,-0.7330272106457495,-0.5197077411207085,6.0
210,-1.391684392632515,-1.5230005507252466,5.0
211,-1.188018623288778,-1.42248742257366,7.0
212,-1.8839741133133832,1.064840765409909,5.0
213,-1.6536711211768313,-0.9259239936556936,6.0
214,-1.3599793496113877,-1.872343235064549,7.0
215,-2.236149258458925,0.8225824738472615,5.0
216,-2.4356261778550024,-0.29455064956037486,5.0
217,-2.235755663363841,0.8225816641254826,5.0
218,-2.701850188104957,1.663852272055188,5.0
219,-2.4687358607132857,-0.3590918126989124,5.0
220,-2.434838987664834,-0.29455226900393233,5.0
221,-0.658946786918873,1.959079244127237,6.0
222,-1.3584049692310534,-1.8723464739516646,7.0
223,-1.6165741927870658,-1.0081596132994577,6.0
224,-0.5925482242999206,-1.3022677077764517,6.0
225,-2.19607775333077,2.218913615927609,5.0
226,-1.9266928509955132,-0.7702320579018741,6.0
227,-3.0767038827441526,2.2493973326287304,6.0
228,-1.9262992559004297,-0.770232867623653,6.0
229,-2.195290563140603,2.2189119964840525,5.0
230,-0.25792188035877095,0.9716603784430363,4.0
231,-1.551844971793989,1.4256140992462194,6.0
232,-1.9038559974200964,1.6287410815112324,6.0
233,-2.6874875718770097,2.5255853758691,6.0
234,-2.6872907743294676,2.525584971008211,6.0
235,-2.687093976781926,2.5255845661473217,6.0
236,-2.686897179234383,2.525584161286432,6.0
237,-2.068671968091972,1.8631436563893513,6.0
238,-1.5990271118511998,-1.1211779329783602,7.0
239,-1.4094682101529252,1.0708994415098283,6.0
240,-2.1832422861504996,2.182982389261263,5.0
241,-1.0708353113012308,-0.6073073042451194,5.0
242,-1.4355714975507914,-1.56504252538109,7.0
243,-2.3479278544833546,0.022398955061261078,6.0
244,-1.8364093989400525,2.096189160319934,5.0
245,-1.6025599678094504,-1.1563157355517422,6.0
246,-1.2675047882042765,-1.9251546978868657,7.0
247,-1.1434416836750236,-2.2041225554559345,7.0
248,-1.165882636837035,-2.2579965261520725,7.0
249,-0.7611608729559273,0.12197252023515437,5.0
250,-1.109826594009476,0.0912955854010608,4.0
251,-1.998319953630715,2.4874134729273307,3.0
252,-1.8348350185597173,2.0961859214328173,5.0
253,-0.963669706290313,-2.3585638148897092,3.0
254,-1.812402804562804,-0.4888537507365818,6.0
255,-1.5096767577820847,-0.5653003012936478,8.0
256,-0.8618441447287855,-1.569676598696185,7.0
257,-0.861647347181244,-1.5696770035570742,7.0
258,-1.2265345855010636,-1.9410657124616375,6.0
259,-0.6199590530956429,-2.3279638795200293,4.0
260,-1.6991839220874836,-0.7945744731311024,6.0
261,-2.552046023955933,2.737205872483226,5.0
262,-1.4781147538356236,-0.6651280915082861,5.0
263,-2.7958966229442006,2.581535710803616,6.0
264,-1.7175379466216272,-1.1057163344440342,6.0
265,-2.551258833765766,2.737204253039668,5.0
266,-1.4418007727401547,1.2280427025168497,6.0
267,-0.9272716420726831,-0.9095529853390321,5.0
268,-0.8887278238479754,-0.9034616211722971,6.0
269,-0.8393014366639805,-0.7886745279162081,6.0
270,-1.4410135825499883,1.2280410830732915,6.0
271,-0.8691935978129769,-0.9119598458454998,5.0
272,-2.179436383670363,1.1891769939502053,5.0
273,-0.8548864798837225,-0.2011985776282388,5.0
274,-2.6984297638845276,2.5259222165032553,5.0
275,-2.160379898304478,1.4988015068710991,6.0
276,-2.1524474904694118,1.453334798367245,6.0
277,-0.6712065946255149,-0.9380272702472742,5.0
278,-0.6803455787139521,-1.3411686663243472,4.0
279,-0.6599996719971524,-1.448451931181338,7.0
280,-1.385216744433055,-2.0631354007163023,8.0
281,-1.3765660522786909,-1.3357670683590506,8.0
